product_id,name,category,price,currency,stock_quantity,sku,color,rating,in_stock,path,image_url
PRD-0039,Lumen Sleeping Bag,Outdoor,58.07,USD,268,SKU-OUT-007,Black,3.9,true,/products/product-detail/sku-out-007,https://picsum.photos/seed/sku-out-007/640/480
PRD-0040,Vortex Backpack,Outdoor,193.20,USD,41,SKU-OUT-008,Silver,4.5,true,/products/product-detail/sku-out-008,https://picsum.photos/seed/sku-out-008/640/480
PRD-0041,Zenith Tote Bag,Accessories,118.24,USD,189,SKU-ACC-008,Blue,4.8,true,/products/product-detail/sku-acc-008,https://picsum.photos/seed/sku-acc-008/640/480
PRD-0042,Nimbus Tent,Outdoor,49.24,USD,207,SKU-OUT-009,Silver,3.7,true,/products/product-detail/sku-out-009,https://picsum.photos/seed/sku-out-009/640/480
PRD-0043,Solstice Tote Bag,Accessories,86.72,USD,109,SKU-ACC-009,Maroon,4.7,true,/products/product-detail/sku-acc-009,https://picsum.photos/seed/sku-acc-009/640/480
PRD-0044,Ember Webcam,Electronics,63.97,USD,383,SKU-ELE-011,Red,4.6,true,/products/product-detail/sku-ele-011,https://picsum.photos/seed/sku-ele-011/640/480
PRD-0045,Willow Hammock,Outdoor,110.38,USD,212,SKU-OUT-010,Olive,4.6,true,/products/product-detail/sku-out-010,https://picsum.photos/seed/sku-out-010/640/480
PRD-0046,Aurora Cooler,Outdoor,174.79,USD,366,SKU-OUT-011,Beige,4.1,true,/products/product-detail/sku-out-011,https://picsum.photos/seed/sku-out-011/640/480
PRD-0047,Willow Water Bottle,Fitness,68.83,USD,354,SKU-FIT-007,White,4.0,true,/products/product-detail/sku-fit-007,https://picsum.photos/seed/sku-fit-007/640/480
PRD-0048,Nimbus Hiking Boots,Footwear,30.23,USD,249,SKU-FOO-003,Gray,5.0,true,/products/product-detail/sku-foo-003,https://picsum.photos/seed/sku-foo-003/640/480
PRD-0049,Fable Sneakers,Footwear,51.16,USD,376,SKU-FOO-004,Black,3.9,true,/products/product-detail/sku-foo-004,https://picsum.photos/seed/sku-foo-004/640/480
PRD-0050,Voyager Slippers,Footwear,116.58,USD,68,SKU-FOO-005,Navy,4.3,true,/products/product-detail/sku-foo-005,https://picsum.photos/seed/sku-foo-005/640/480
PRD-0051,Solstice Cutting Board,Home,182.55,USD,285,SKU-HOM-008,Maroon,4.9,true,/products/product-detail/sku-hom-008,https://picsum.photos/seed/sku-hom-008/640/480
PRD-0052,Quartz Tent,Outdoor,89.58,USD,109,SKU-OUT-012,Teal,4.1,true,/products/product-detail/sku-out-012,https://picsum.photos/seed/sku-out-012/640/480
PRD-0053,Terra Belt,Accessories,190.95,USD,292,SKU-ACC-010,Olive,4.0,true,/products/product-detail/sku-acc-010,https://picsum.photos/seed/sku-acc-010/640/480
PRD-0054,Voyager Hat,Accessories,161.08,USD,287,SKU-ACC-011,Teal,4.0,true,/products/product-detail/sku-acc-011,https://picsum.photos/seed/sku-acc-011/640/480
PRD-0055,Onyx Dumbbell Set,Fitness,78.79,USD,329,SKU-FIT-008,Olive,4.5,true,/products/product-detail/sku-fit-008,https://picsum.photos/seed/sku-fit-008/640/480
PRD-0056,Boreal Mouse,Electronics,80.71,USD,194,SKU-ELE-012,Teal,4.4,true,/products/product-detail/sku-ele-012,https://picsum.photos/seed/sku-ele-012/640/480
PRD-0057,Terra Foam Roller,Fitness,144.57,USD,222,SKU-FIT-009,Maroon,3.8,true,/products/product-detail/sku-fit-009,https://picsum.photos/seed/sku-fit-009/640/480
PRD-0058,Alpine Keyboard,Electronics,197.55,USD,204,SKU-ELE-013,Charcoal,3.6,true,/products/product-detail/sku-ele-013,https://picsum.photos/seed/sku-ele-013/640/480
PRD-0059,Quartz Mug Set,Home,159.60,USD,139,SKU-HOM-009,Maroon,3.8,true,/products/product-detail/sku-hom-009,https://picsum.photos/seed/sku-hom-009/640/480
PRD-0060,Nimbus Trekking Poles,Outdoor,116.79,USD,55,SKU-OUT-013,Navy,4.1,true,/products/product-detail/sku-out-013,https://picsum.photos/seed/sku-out-013/640/480
PRD-0061,Aurora Webcam,Electronics,39.61,USD,100,SKU-ELE-014,Green,4.1,true,/products/product-detail/sku-ele-014,https://picsum.photos/seed/sku-ele-014/640/480
PRD-0062,Voyager Rain Boots,Footwear,21.37,USD,94,SKU-FOO-006,Blue,3.7,true,/products/product-detail/sku-foo-006,https://picsum.photos/seed/sku-foo-006/640/480
PRD-0063,Vortex Rain Boots,Footwear,61.46,USD,154,SKU-FOO-007,Navy,4.9,true,/products/product-detail/sku-foo-007,https://picsum.photos/seed/sku-foo-007/640/480
PRD-0064,Pulse Wireless Earbuds,Electronics,173.72,USD,384,SKU-ELE-015,Silver,4.5,true,/products/product-detail/sku-ele-015,https://picsum.photos/seed/sku-ele-015/640/480
PRD-0065,Cedarwood Sandals,Footwear,39.78,USD,26,SKU-FOO-008,Silver,4.0,true,/products/product-detail/sku-foo-008,https://picsum.photos/seed/sku-foo-008/640/480
PRD-0066,Onyx Trekking Poles,Outdoor,157.36,USD,86,SKU-OUT-014,Navy,4.5,true,/products/product-detail/sku-out-014,https://picsum.photos/seed/sku-out-014/640/480
PRD-0067,Nimbus Mouse,Electronics,193.63,USD,222,SKU-ELE-016,Sand,4.7,true,/products/product-detail/sku-ele-016,https://picsum.photos/seed/sku-ele-016/640/480
PRD-0068,Flexfit Tent,Outdoor,198.56,USD,301,SKU-OUT-015,Sand,4.4,true,/products/product-detail/sku-out-015,https://picsum.photos/seed/sku-out-015/640/480
PRD-0069,Ember Yoga Mat,Fitness,193.21,USD,216,SKU-FIT-010,Navy,4.2,true,/products/product-detail/sku-fit-010,https://picsum.photos/seed/sku-fit-010/640/480
PRD-0070,Cascade Smartwatch Band,Electronics,83.09,USD,382,SKU-ELE-017,Teal,4.5,true,/products/product-detail/sku-ele-017,https://picsum.photos/seed/sku-ele-017/640/480
PRD-0071,Cascade Foam Roller,Fitness,91.48,USD,87,SKU-FIT-011,Maroon,5.0,true,/products/product-detail/sku-fit-011,https://picsum.photos/seed/sku-fit-011/640/480
PRD-0072,Vortex Keyboard,Electronics,152.79,USD,113,SKU-ELE-018,Green,3.9,true,/products/product-detail/sku-ele-018,https://picsum.photos/seed/sku-ele-018/640/480
PRD-0073,Solstice Cleats,Footwear,20.85,USD,30,SKU-FOO-009,Maroon,3.8,true,/products/product-detail/sku-foo-009,https://picsum.photos/seed/sku-foo-009/640/480
PRD-0074,Halcyon Keyboard,Electronics,92.28,USD,149,SKU-ELE-019,Maroon,3.9,true,/products/product-detail/sku-ele-019,https://picsum.photos/seed/sku-ele-019/640/480
PRD-0075,Flexfit Sandals,Footwear,19.83,USD,142,SKU-FOO-010,Sand,3.6,true,/products/product-detail/sku-foo-010,https://picsum.photos/seed/sku-foo-010/640/480
PRD-0076,Lumen Throw Blanket,Home,185.65,USD,333,SKU-HOM-010,Black,3.9,true,/products/product-detail/sku-hom-010,https://picsum.photos/seed/sku-hom-010/640/480
PRD-0077,Granite Sneakers,Footwear,184.71,USD,55,SKU-FOO-011,Teal,4.3,true,/products/product-detail/sku-foo-011,https://picsum.photos/seed/sku-foo-011/640/480
PRD-0078,Aurora Watch,Accessories,168.08,USD,269,SKU-ACC-012,Beige,4.5,true,/products/product-detail/sku-acc-012,https://picsum.photos/seed/sku-acc-012/640/480
PRD-0079,Onyx Jump Rope,Fitness,171.25,USD,57,SKU-FIT-012,Sand,4.8,true,/products/product-detail/sku-fit-012,https://picsum.photos/seed/sku-fit-012/640/480
PRD-0080,Flexfit Mug Set,Home,157.53,USD,171,SKU-HOM-011,Gray,4.3,true,/products/product-detail/sku-hom-011,https://picsum.photos/seed/sku-hom-011/640/480
PRD-0081,Nimbus Gym Bag,Fitness,191.30,USD,63,SKU-FIT-013,Maroon,3.6,true,/products/product-detail/sku-fit-013,https://picsum.photos/seed/sku-fit-013/640/480
PRD-0082,Cascade Bluetooth Speaker,Electronics,156.41,USD,369,SKU-ELE-020,Natural,4.9,true,/products/product-detail/sku-ele-020,https://picsum.photos/seed/sku-ele-020/640/480
PRD-0083,Solstice Rain Boots,Footwear,189.47,USD,64,SKU-FOO-012,Gray,3.9,true,/products/product-detail/sku-foo-012,https://picsum.photos/seed/sku-foo-012/640/480
PRD-0084,Voyager Cooler,Outdoor,73.23,USD,289,SKU-OUT-016,Olive,3.8,true,/products/product-detail/sku-out-016,https://picsum.photos/seed/sku-out-016/640/480
PRD-0085,Cedarwood Foam Roller,Fitness,124.86,USD,35,SKU-FIT-014,Sand,3.9,true,/products/product-detail/sku-fit-014,https://picsum.photos/seed/sku-fit-014/640/480
PRD-0086,Granite Webcam,Electronics,69.30,USD,101,SKU-ELE-021,Charcoal,4.4,true,/products/product-detail/sku-ele-021,https://picsum.photos/seed/sku-ele-021/640/480
PRD-0087,Vortex Yoga Mat,Fitness,187.63,USD,114,SKU-FIT-015,Silver,4.9,true,/products/product-detail/sku-fit-015,https://picsum.photos/seed/sku-fit-015/640/480
PRD-0088,Boreal Wireless Earbuds,Electronics,60.36,USD,223,SKU-ELE-022,Natural,4.8,true,/products/product-detail/sku-ele-022,https://picsum.photos/seed/sku-ele-022/640/480
PRD-0089,Cascade Bluetooth Speaker,Electronics,170.76,USD,247,SKU-ELE-023,Teal,4.3,true,/products/product-detail/sku-ele-023,https://picsum.photos/seed/sku-ele-023/640/480
PRD-0090,Marina Fitness Tracker,Fitness,128.25,USD,305,SKU-FIT-016,Charcoal,3.7,true,/products/product-detail/sku-fit-016,https://picsum.photos/seed/sku-fit-016/640/480
PRD-0091,Coral Webcam,Electronics,141.65,USD,99,SKU-ELE-024,Teal,4.4,true,/products/product-detail/sku-ele-024,https://picsum.photos/seed/sku-ele-024/640/480
PRD-0092,Ember Cooler,Outdoor,87.60,USD,71,SKU-OUT-017,Sand,4.9,true,/products/product-detail/sku-out-017,https://picsum.photos/seed/sku-out-017/640/480
PRD-0093,Granite Smartwatch Band,Electronics,73.83,USD,28,SKU-ELE-025,Beige,4.7,true,/products/product-detail/sku-ele-025,https://picsum.photos/seed/sku-ele-025/640/480
PRD-0094,Nimbus Cutting Board,Home,157.50,USD,29,SKU-HOM-012,Silver,4.2,true,/products/product-detail/sku-hom-012,https://picsum.photos/seed/sku-hom-012/640/480
PRD-0095,Granite Webcam,Electronics,193.58,USD,338,SKU-ELE-026,Silver,4.6,true,/products/product-detail/sku-ele-026,https://picsum.photos/seed/sku-ele-026/640/480
PRD-0096,Quartz Picture Frame,Home,8.12,USD,51,SKU-HOM-013,Beige,4.8,true,/products/product-detail/sku-hom-013,https://picsum.photos/seed/sku-hom-013/640/480
PRD-0097,Cascade Running Shoes,Footwear,91.64,USD,380,SKU-FOO-013,White,4.0,true,/products/product-detail/sku-foo-013,https://picsum.photos/seed/sku-foo-013/640/480
PRD-0098,Quartz Sandals,Footwear,82.43,USD,215,SKU-FOO-014,Olive,4.7,true,/products/product-detail/sku-foo-014,https://picsum.photos/seed/sku-foo-014/640/480
PRD-0099,Alpine Cooler,Outdoor,109.88,USD,339,SKU-OUT-018,Gray,3.7,true,/products/product-detail/sku-out-018,https://picsum.photos/seed/sku-out-018/640/480
PRD-0100,Ember Candle,Home,122.84,USD,320,SKU-HOM-014,Green,3.6,true,/products/product-detail/sku-hom-014,https://picsum.photos/seed/sku-hom-014/640/480
PRD-0101,Flexfit Duffel,Outdoor,127.92,USD,69,SKU-OUT-019,Teal,3.6,true,/products/product-detail/sku-out-019,https://picsum.photos/seed/sku-out-019/640/480
PRD-0102,Marina Hammock,Outdoor,167.86,USD,59,SKU-OUT-020,Natural,4.5,true,/products/product-detail/sku-out-020,https://picsum.photos/seed/sku-out-020/640/480
PRD-0103,Nimbus Hat,Accessories,39.83,USD,214,SKU-ACC-013,Blue,4.5,true,/products/product-detail/sku-acc-013,https://picsum.photos/seed/sku-acc-013/640/480
PRD-0104,Halcyon Mug Set,Home,118.79,USD,267,SKU-HOM-015,Silver,4.3,true,/products/product-detail/sku-hom-015,https://picsum.photos/seed/sku-hom-015/640/480
PRD-0105,Meridian Rug,Home,165.80,USD,379,SKU-HOM-016,Black,3.9,true,/products/product-detail/sku-hom-016,https://picsum.photos/seed/sku-hom-016/640/480
PRD-0106,Solstice Mouse,Electronics,21.37,USD,30,SKU-ELE-027,Gray,5.0,true,/products/product-detail/sku-ele-027,https://picsum.photos/seed/sku-ele-027/640/480
PRD-0107,Lumen Backpack,Outdoor,38.79,USD,375,SKU-OUT-021,Olive,3.5,true,/products/product-detail/sku-out-021,https://picsum.photos/seed/sku-out-021/640/480
PRD-0108,Granite Rain Boots,Footwear,87.46,USD,64,SKU-FOO-015,Blue,4.9,true,/products/product-detail/sku-foo-015,https://picsum.photos/seed/sku-foo-015/640/480
PRD-0109,Marina Storage Bin,Home,51.21,USD,133,SKU-HOM-017,Sand,5.0,true,/products/product-detail/sku-hom-017,https://picsum.photos/seed/sku-hom-017/640/480
PRD-0110,Cedarwood Belt,Accessories,66.67,USD,359,SKU-ACC-014,Gray,4.2,true,/products/product-detail/sku-acc-014,https://picsum.photos/seed/sku-acc-014/640/480
PRD-0111,Meridian Cutting Board,Home,111.58,USD,282,SKU-HOM-018,Natural,4.2,true,/products/product-detail/sku-hom-018,https://picsum.photos/seed/sku-hom-018/640/480
PRD-0112,Onyx Candle,Home,113.10,USD,91,SKU-HOM-019,Green,4.3,true,/products/product-detail/sku-hom-019,https://picsum.photos/seed/sku-hom-019/640/480
PRD-0113,Boreal Gym Bag,Fitness,186.19,USD,188,SKU-FIT-017,Beige,4.7,true,/products/product-detail/sku-fit-017,https://picsum.photos/seed/sku-fit-017/640/480
PRD-0114,Meridian Headlamp,Outdoor,26.91,USD,198,SKU-OUT-022,Navy,4.9,true,/products/product-detail/sku-out-022,https://picsum.photos/seed/sku-out-022/640/480
PRD-0115,Willow Cooler,Outdoor,190.78,USD,271,SKU-OUT-023,Red,4.5,true,/products/product-detail/sku-out-023,https://picsum.photos/seed/sku-out-023/640/480
PRD-0116,Alpine Bluetooth Speaker,Electronics,186.09,USD,226,SKU-ELE-028,Gray,5.0,true,/products/product-detail/sku-ele-028,https://picsum.photos/seed/sku-ele-028/640/480
PRD-0117,Boreal Dumbbell Set,Fitness,12.22,USD,181,SKU-FIT-018,Gray,3.7,true,/products/product-detail/sku-fit-018,https://picsum.photos/seed/sku-fit-018/640/480
PRD-0118,Cascade Webcam,Electronics,73.02,USD,238,SKU-ELE-029,Natural,3.7,true,/products/product-detail/sku-ele-029,https://picsum.photos/seed/sku-ele-029/640/480
PRD-0119,Aurora Rain Boots,Footwear,50.12,USD,41,SKU-FOO-016,Sand,4.8,true,/products/product-detail/sku-foo-016,https://picsum.photos/seed/sku-foo-016/640/480
PRD-0120,Solstice Hammock,Outdoor,51.23,USD,196,SKU-OUT-024,Green,3.6,true,/products/product-detail/sku-out-024,https://picsum.photos/seed/sku-out-024/640/480
PRD-0121,Fable Loafers,Footwear,133.55,USD,360,SKU-FOO-017,Teal,4.9,true,/products/product-detail/sku-foo-017,https://picsum.photos/seed/sku-foo-017/640/480
PRD-0122,Terra Throw Blanket,Home,152.03,USD,0,SKU-HOM-020,Charcoal,4.0,false,/products/product-detail/sku-hom-020,https://picsum.photos/seed/sku-hom-020/640/480
PRD-0123,Vortex Webcam,Electronics,127.72,USD,210,SKU-ELE-030,Maroon,4.3,true,/products/product-detail/sku-ele-030,https://picsum.photos/seed/sku-ele-030/640/480
PRD-0124,Drift Hammock,Outdoor,161.14,USD,204,SKU-OUT-025,Navy,3.5,true,/products/product-detail/sku-out-025,https://picsum.photos/seed/sku-out-025/640/480
PRD-0125,Solstice Gym Bag,Fitness,85.57,USD,69,SKU-FIT-019,Green,4.1,true,/products/product-detail/sku-fit-019,https://picsum.photos/seed/sku-fit-019/640/480
PRD-0126,Willow Headlamp,Outdoor,30.42,USD,190,SKU-OUT-026,Silver,4.4,true,/products/product-detail/sku-out-026,https://picsum.photos/seed/sku-out-026/640/480
PRD-0127,Willow Dumbbell Set,Fitness,139.52,USD,135,SKU-FIT-020,Red,3.9,true,/products/product-detail/sku-fit-020,https://picsum.photos/seed/sku-fit-020/640/480
PRD-0128,Halcyon Cutting Board,Home,29.49,USD,215,SKU-HOM-021,Blue,4.9,true,/products/product-detail/sku-hom-021,https://picsum.photos/seed/sku-hom-021/640/480
PRD-0129,Pulse Gym Bag,Fitness,133.08,USD,102,SKU-FIT-021,Sand,3.6,true,/products/product-detail/sku-fit-021,https://picsum.photos/seed/sku-fit-021/640/480
PRD-0130,Lumen Wireless Earbuds,Electronics,52.45,USD,121,SKU-ELE-031,Navy,4.4,true,/products/product-detail/sku-ele-031,https://picsum.photos/seed/sku-ele-031/640/480
PRD-0131,Halcyon Tote Bag,Accessories,162.55,USD,4,SKU-ACC-015,Gray,4.8,true,/products/product-detail/sku-acc-015,https://picsum.photos/seed/sku-acc-015/640/480
PRD-0132,Voyager Gym Bag,Fitness,29.46,USD,313,SKU-FIT-022,Silver,4.9,true,/products/product-detail/sku-fit-022,https://picsum.photos/seed/sku-fit-022/640/480
PRD-0133,Drift Backpack,Outdoor,78.68,USD,128,SKU-OUT-027,White,4.8,true,/products/product-detail/sku-out-027,https://picsum.photos/seed/sku-out-027/640/480
PRD-0134,Nimbus Foam Roller,Fitness,78.49,USD,203,SKU-FIT-023,Blue,3.6,true,/products/product-detail/sku-fit-023,https://picsum.photos/seed/sku-fit-023/640/480
PRD-0135,Cedarwood Tent,Outdoor,93.30,USD,390,SKU-OUT-028,Beige,3.6,true,/products/product-detail/sku-out-028,https://picsum.photos/seed/sku-out-028/640/480
PRD-0136,Terra Hammock,Outdoor,6.95,USD,123,SKU-OUT-029,Silver,3.7,true,/products/product-detail/sku-out-029,https://picsum.photos/seed/sku-out-029/640/480
PRD-0137,Boreal Belt,Accessories,151.06,USD,380,SKU-ACC-016,Silver,4.3,true,/products/product-detail/sku-acc-016,https://picsum.photos/seed/sku-acc-016/640/480
PRD-0138,Alpine Cleats,Footwear,113.36,USD,299,SKU-FOO-018,Natural,4.0,true,/products/product-detail/sku-foo-018,https://picsum.photos/seed/sku-foo-018/640/480
PRD-0139,Zenith Headlamp,Outdoor,16.03,USD,73,SKU-OUT-030,Charcoal,3.7,true,/products/product-detail/sku-out-030,https://picsum.photos/seed/sku-out-030/640/480
PRD-0140,Marina Storage Bin,Home,169.01,USD,100,SKU-HOM-022,Blue,3.6,true,/products/product-detail/sku-hom-022,https://picsum.photos/seed/sku-hom-022/640/480
PRD-0141,Alpine Sandals,Footwear,73.39,USD,8,SKU-FOO-019,Olive,4.7,true,/products/product-detail/sku-foo-019,https://picsum.photos/seed/sku-foo-019/640/480
PRD-0142,Halcyon Sneakers,Footwear,89.65,USD,344,SKU-FOO-020,Sand,5.0,true,/products/product-detail/sku-foo-020,https://picsum.photos/seed/sku-foo-020/640/480
PRD-0143,Granite Duffel,Outdoor,116.10,USD,130,SKU-OUT-031,Navy,4.6,true,/products/product-detail/sku-out-031,https://picsum.photos/seed/sku-out-031/640/480
PRD-0144,Granite Mouse,Electronics,152.13,USD,282,SKU-ELE-032,Red,3.8,true,/products/product-detail/sku-ele-032,https://picsum.photos/seed/sku-ele-032/640/480
PRD-0145,Nimbus Foam Roller,Fitness,16.57,USD,103,SKU-FIT-024,Green,4.2,true,/products/product-detail/sku-fit-024,https://picsum.photos/seed/sku-fit-024/640/480
PRD-0146,Solstice Slippers,Footwear,171.07,USD,37,SKU-FOO-021,Green,4.0,true,/products/product-detail/sku-foo-021,https://picsum.photos/seed/sku-foo-021/640/480
PRD-0147,Marina Jump Rope,Fitness,138.33,USD,288,SKU-FIT-025,Red,4.4,true,/products/product-detail/sku-fit-025,https://picsum.photos/seed/sku-fit-025/640/480
PRD-0148,Boreal Sleeping Bag,Outdoor,170.55,USD,117,SKU-OUT-032,Navy,4.2,true,/products/product-detail/sku-out-032,https://picsum.photos/seed/sku-out-032/640/480
PRD-0149,Ember Loafers,Footwear,122.66,USD,187,SKU-FOO-022,Charcoal,4.7,true,/products/product-detail/sku-foo-022,https://picsum.photos/seed/sku-foo-022/640/480
PRD-0150,Fable Cooler,Outdoor,15.75,USD,394,SKU-OUT-033,Blue,4.8,true,/products/product-detail/sku-out-033,https://picsum.photos/seed/sku-out-033/640/480
PRD-0151,Quartz USB-C Cable,Electronics,145.32,USD,352,SKU-ELE-033,Olive,3.6,true,/products/product-detail/sku-ele-033,https://picsum.photos/seed/sku-ele-033/640/480
PRD-0152,Coral Wallet,Accessories,149.64,USD,148,SKU-ACC-017,Green,3.6,true,/products/product-detail/sku-acc-017,https://picsum.photos/seed/sku-acc-017/640/480
PRD-0153,Terra Picture Frame,Home,158.14,USD,165,SKU-HOM-023,Green,4.8,true,/products/product-detail/sku-hom-023,https://picsum.photos/seed/sku-hom-023/640/480
